live/beta,desease,status,model_output,symptoms
beta,PE,pass,"PE, Eso rupture","Burning, Sudden, Onset at rest, Persistent, Coagulopathy, Age<60, Recent surgery , O2sat < 90 (oxygen saturation level is less than 90), R S3, Sbp< 100 (systolic blood pressure is less than 100), Diaphoresis"
beta,Ischemia,pass,"Infarct, Ischemia","Squeezing, Exertional, Heaviness, Onset at rest, CAD (Coronary artery disease), Age>65, CP1Day (cytopathologists), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,MS,pass,"MS, GI","Tender, Minutes, Improvement with Bending, Intermittent, Musculoskeletal, Age<50, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Infarct,pass,"Infarct, Ischemia","Left side, Jaw, Nausea, Gripping, Infarct, Age<30, TOB (Tobacco), CTA (Computed Tomography Angiography), Sbp>140 (systolic blood pressure is greater than 140), Diaphoresis, Sbp< 100 (systolic blood pressure is less than 100)"
beta,Pericarditis,pass,"Pericarditis, GI","Dull, Retrosternal, Gradual, Pleuritic, Auto immune, Age<40, CP1Day (cytopathologists), RR>20 (respiratory rate is greater than 20), HR>100 (heart rate greater than 100), Pericardial rub, JVD> 4cm (jugular venous distension greater than 4 centimeters)"
beta,GI,pass,"GI, Eso rupture","Intermittent, Eating, Pressure, Persistent, G.I. (gastrointestinal), Age<40, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,Pericarditis,pass,"Pericarditis, Infarct","Severe, Diffuse, Tightness, Central, Pericarditis, Age<40, CP1Day (cytopathologists), RR>20 (respiratory rate is greater than 20), Diaphoresis, T>100.4 (temperature is greater than 100.4), JVD> 4cm (jugular venous distension greater than 4 centimeters)"
beta,PE,pass,"PE, MS","Sudden, Hours, Pressure, Sharp, Coagulopathy, Age<20, Travel, RR>20 (respiratory rate is greater than 20), HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100), O2sat < 90 (oxygen saturation level is less than 90)"
beta,MS,pass,"MS, CHF","Improvement with Bending, Stabbing, Hours, Fleeting, Musculoskeletal, Age<40, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Ischemia,pass,"Infarct, Ischemia","Exertional, Left side, Severe, Persistent, CAD (Coronary artery disease), Age<30, HLD (Hyperlipidemia), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Eso rupture,pass,"Eso rupture, Infarct","Severe, Stomach, Gripping, Tightness, G.I. (gastrointestinal), Age<20, CP1Day (cytopathologists), HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100), Diaphoresis, Abd tender (Abdominal tender)"
beta,Pericarditis,pass,"Pericarditis, Ischemia","Left side, Radiating to Back, Pressure, Gradual, Auto immune, Age<40, CP1Day (cytopathologists), RR>20 (respiratory rate is greater than 20), Pericardial rub, T>100.4 (temperature is greater than 100.4), JVD> 4cm (jugular venous distension greater than 4 centimeters)"
beta,GI,pass,"GI, Eso rupture","Acid reflux, Stomach, Intermittent, Burning, G.I. (gastrointestinal), Age<20, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,Pericarditis,pass,"Pericarditis, Pulmonary","Gradual, Days, Central, Left side, Pericarditis, Age<50, CP1Day (cytopathologists), T>100.4 (temperature is greater than 100.4), Diaphoresis, HR>100 (heart rate greater than 100), Pericardial rub"
beta,PE,pass,"PE, Pulmonary","Persistent, Short of breath, Severe, Sharp, PE/DVT (Deep Vein Thrombosis and Pulmonary Embolism), Age<40, Travel, Pleural Rub, RR>20 (respiratory rate is greater than 20), O2sat < 90 (oxygen saturation level is less than 90), HR>100 (heart rate greater than 100)"
beta,Pericarditis,pass,"Pericarditis, GI","Positional, Left side, Burning, Retrosternal, Auto immune, Age<50, CP1Day (cytopathologists), HR>100 (heart rate greater than 100), T>100.4 (temperature is greater than 100.4), Pericardial rub, Diaphoresis"
beta,AS/AI,pass,"AS/AI, Pulmonary","Syncope, Diffuse, Short of breath, Left side, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<50, HTN (Hypertension), Murmur Diastolic, CTA (Computed Tomography Angiography), JVD> 4cm (jugular venous distension greater than 4 centimeters), Diaphoresis"
beta,Pulmonary,pass,"Pulmonary, CHF","Subacute, Gradual, Cough, Fever, COPD (Chronic obstructive pulmonary disease), Age>65, FH (Familial history), RR>20 (respiratory rate is greater than 20), Pleural Rub, Diaphoresis, T>100.4 (temperature is greater than 100.4)"
beta,Ischemia,pass,"Ischemia, Infarct","Intermittent, Retrosternal, Dull, Pressure, Infarct, Age<20, HTN (Hypertension), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,PE,pass,"PE, Aortic Dissection","Onset at rest, Severe, Sudden, Sharp, PE/DVT (Deep Vein Thrombosis and Pulmonary Embolism), Age<60, Recent surgery , RR>20 (respiratory rate is greater than 20), HR>100 (heart rate greater than 100), R S3, Pleural Rub"
beta,AS/AI,pass,"AS/AI, CHF","Pressure, Retrosternal, Weeks, Nitrate relief, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<60, HLD (Hyperlipidemia), JVD> 4cm (jugular venous distension greater than 4 centimeters), Diaphoresis, S3, Murmur Diastolic"
beta,Pulmonary,pass,"Pulmonary, PE","Cough, Persistent, Gradual, Subacute, COPD (Chronic obstructive pulmonary disease), Age<40, FH (Familial history), Diaphoresis, T>100.4 (temperature is greater than 100.4), RR>20 (respiratory rate is greater than 20), Pleural Rub"
beta,Infarct,pass,"Infarct, Ischemia","Diffuse, Tightness, Throat, Jaw, Infarct, Age<50, CP1Day (cytopathologists), Sbp< 100 (systolic blood pressure is less than 100), CTA (Computed Tomography Angiography), HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140)"
beta,Aortic Dissection,pass,"Aortic Dissection, AS/AI","Tightness, Onset at rest, Squeezing, Splitting, Aortic dissection, Age<60, TOB (Tobacco), Murmur Diastolic, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), Un= pulses (unequal pulse)"
beta,Ischemia,pass,"Infarct, Ischemia","Onset at rest, Dull, Jaw, Left arm, CAD (Coronary artery disease), Age<50, HTN (Hypertension), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,PE,pass,"PE, Eso rupture","Burning, Hours, Onset at rest, Stabbing, PE/DVT (Deep Vein Thrombosis and Pulmonary Embolism), Age<40, Recent surgery , Diaphoresis, RR>20 (respiratory rate is greater than 20), Sbp< 100 (systolic blood pressure is less than 100), O2sat < 90 (oxygen saturation level is less than 90)"
beta,Pericarditis,pass,"Pericarditis, MS","Positional, Sharp, Burning, Radiating to Back, Auto immune, Age<30, CP1Day (cytopathologists), JVD> 4cm (jugular venous distension greater than 4 centimeters), RR>20 (respiratory rate is greater than 20), HR>100 (heart rate greater than 100), Diaphoresis"
beta,MS,pass,"MS, CHF","Fleeting, Intermittent, Weeks, Stabbing, Musculoskeletal, Age<40, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Pericarditis,pass,"Pericarditis, Aortic Dissection","Gradual, Improvement with Bending, Radiating to Back, Onset at rest, Auto immune, Age<30, CP1Day (cytopathologists), RR>20 (respiratory rate is greater than 20), HR>100 (heart rate greater than 100), Diaphoresis, Pericardial rub"
beta,Aortic Dissection,pass,"Aortic Dissection, Eso rupture","Boring, Tearing, Tightness, Radiates, Aortic dissection, Age>65, CP1Day (cytopathologists), Sbp< 100 (systolic blood pressure is less than 100), Un= pulses (unequal pulse), Sbp>140 (systolic blood pressure is greater than 140), BP differential"
beta,Infarct,fail,"Eso rupture, Aortic Dissection","Pressure, Minutes, Severe, Persistent, CAD (Coronary artery disease), Age<60, FH (Familial history), CTA (Computed Tomography Angiography), HR>100 (heart rate greater than 100), Diaphoresis, Sbp< 100 (systolic blood pressure is less than 100)"
beta,MS,pass,"MS, CHF","Tender, Stabbing, Right side, Sharp, Musculoskeletal, Age<30, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,CHF,pass,"CHF, Pulmonary","Cough, Nitrate relief, Heaviness, Gradual, CHF (congestive heart failure), Age<40, HTN (Hypertension), Sbp>140 (systolic blood pressure is greater than 140), O2sat < 90 (oxygen saturation level is less than 90), Rales, RR>20 (respiratory rate is greater than 20)"
beta,Infarct,pass,"Infarct, Ischemia","Diffuse, Gripping, Onset at rest, Left arm, CAD (Coronary artery disease), Age<20, HLD (Hyperlipidemia), Sbp>140 (systolic blood pressure is greater than 140), Diaphoresis, HR>100 (heart rate greater than 100), CTA (Computed Tomography Angiography)"
beta,Ischemia,pass,"Infarct, Ischemia","Radiates, Nausea, Dull, Tightness, Infarct, Age<30, TOB (Tobacco), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Pericarditis,pass,"Pericarditis, Pulmonary","Subacute, Pleuritic, Heaviness, Improvement with Bending, Auto immune, Age<50, CP1Day (cytopathologists), Diaphoresis, RR>20 (respiratory rate is greater than 20), T>100.4 (temperature is greater than 100.4), HR>100 (heart rate greater than 100)"
beta,Eso rupture,pass,"Eso rupture, Pericarditis","Radiating to Back, Radiates, Localised, Onset at rest, G.I. (gastrointestinal), Age<30, Trauma, HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100), Diaphoresis, Abd tender (Abdominal tender)"
beta,GI,pass,"GI, Eso rupture","Radiates, Eating, Burning, Onset at rest, G.I. (gastrointestinal), Age>65, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,Pericarditis,pass,"Pericarditis, Eso rupture","Stabbing, Severe, Diffuse, Heaviness, Auto immune, Age<40, CP1Day (cytopathologists), RR>20 (respiratory rate is greater than 20), Pericardial rub, T>100.4 (temperature is greater than 100.4), Diaphoresis"
beta,PE,pass,"PE, Pulmonary","Short of breath, Sudden, Sharp, Persistent, Coagulopathy, Age<20, Calf pain/swell, R S3, Sbp< 100 (systolic blood pressure is less than 100), RR>20 (respiratory rate is greater than 20), Diaphoresis"
beta,AS/AI,pass,"AS/AI, PE","Central, Short of breath, Intermittent, Syncope, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<60, HLD (Hyperlipidemia), Diaphoresis, JVD> 4cm (jugular venous distension greater than 4 centimeters), S3, Low carotid puls"
beta,MS,pass,"MS, CHF","Persistent, Tender, Fleeting, Improvement with Bending, Musculoskeletal, Age>65, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,AS/AI,pass,"AS/AI, Infarct","Syncope, Retrosternal, Short of breath, Exertional, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<20, HLD (Hyperlipidemia), HR>100 (heart rate greater than 100), Diaphoresis, Low carotid puls, Sbp< 100 (systolic blood pressure is less than 100)"
beta,Aortic Dissection,pass,"Aortic Dissection, Infarct","Sudden, Radiating to Back, Squeezing, Heaviness, CTD (connective tissue disease), Age<60, TOB (Tobacco), BP differential, Sbp>140 (systolic blood pressure is greater than 140), Murmur Diastolic, Diaphoresis"
beta,Pulmonary,pass,"Pulmonary, Pericarditis","Short of breath, Persistent, Fever, Subacute, COPD (Chronic obstructive pulmonary disease), Age<60, FH (Familial history), O2sat < 90 (oxygen saturation level is less than 90), Diaphoresis, T>100.4 (temperature is greater than 100.4), RR>20 (respiratory rate is greater than 20)"
beta,GI,pass,"Aortic Dissection, GI","Radiates, Pressure, Onset at rest, Right side, G.I. (gastrointestinal), Age<60, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,MS,pass,"MS, CHF","Persistent, Tender, Seconds, Right side, Musculoskeletal, Age<30, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Eso rupture,pass,"Eso rupture, Aortic Dissection","Tender, Tearing, Severe, Central, CTD (connective tissue disease), Age<20, Trauma, RR>20 (respiratory rate is greater than 20), Diaphoresis, Sbp< 100 (systolic blood pressure is less than 100), HR>100 (heart rate greater than 100)"
beta,Aortic Dissection,pass,"Aortic Dissection, AS/AI","Pressure, Radiates, Squeezing, Heaviness, Aortic dissection, Age<60, DM (Diabetes mellitus), Sbp>140 (systolic blood pressure is greater than 140), BP differential, Sbp< 100 (systolic blood pressure is less than 100), Murmur Diastolic"
beta,AS/AI,pass,"AS/AI, Ischemia","Intermittent, Pressure, Syncope, Left side, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<20, HLD (Hyperlipidemia), Low carotid puls, S3, Murmur systolic, Sbp< 100 (systolic blood pressure is less than 100)"
beta,Pulmonary,pass,"Pulmonary, PE","Short of breath, Gradual, Days, Cough, COPD (Chronic obstructive pulmonary disease), Age<60, CP1Day (cytopathologists), HR>100 (heart rate greater than 100), RR>20 (respiratory rate is greater than 20), Pleural Rub, Diaphoresis"
beta,Aortic Dissection,pass,"Aortic Dissection, Eso rupture","Tearing, Squeezing, Ripping, Radiates, CTD (connective tissue disease), Age<40, HTN (Hypertension), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), Sbp< 100 (systolic blood pressure is less than 100)"
beta,Ischemia,fail,"Infarct, Eso rupture","Gradual, Sudden, Sweating, Severe, CAD (Coronary artery disease), Age<40, GreaterCRF's (Chronic renal failure), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Pericarditis,pass,"Pericarditis, Aortic Dissection","Radiating to Back, Severe, Central, Tightness, Pericarditis, Age<40, CP1Day (cytopathologists), T>100.4 (temperature is greater than 100.4), RR>20 (respiratory rate is greater than 20), JVD> 4cm (jugular venous distension greater than 4 centimeters), HR>100 (heart rate greater than 100)"
beta,Infarct,pass,"Infarct, Ischemia","Gripping, Onset at rest, Nausea, Minutes, Infarct, Age<60, GreaterCRF's (Chronic renal failure), CTA (Computed Tomography Angiography), HR>100 (heart rate greater than 100), Diaphoresis, Sbp>140 (systolic blood pressure is greater than 140)"
beta,MS,pass,"MS, GI","Minutes, Sharp, Hours, Days, Musculoskeletal, Age>65, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Infarct,pass,"Infarct, Ischemia","Gripping, Radiates, Left side, Jaw, Infarct, Age<40, DM (Diabetes mellitus), Sbp< 100 (systolic blood pressure is less than 100), HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), CTA (Computed Tomography Angiography)"
beta,MS,pass,"MS, CHF","Seconds, Tender, Improvement with Bending, Positional, Musculoskeletal, Age<40, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,MS,pass,"MS, GI","Improvement with Bending, Hours, Intermittent, Sharp, Musculoskeletal, Age<50, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,GI,pass,"GI, Eso rupture","Ache, Vomiting, Retrosternal, Onset at rest, G.I. (gastrointestinal), Age>65, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,MS,pass,"MS, CHF","Weeks, Sharp, Persistent, Seconds, Musculoskeletal, Age>65, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,AS/AI,pass,"AS/AI, Ischemia","Retrosternal, Intermittent, Tightness, Nitrate relief, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<40, HLD (Hyperlipidemia), JVD> 4cm (jugular venous distension greater than 4 centimeters), Murmur systolic, Low carotid puls, Rales"
beta,Ischemia,pass,"Infarct, Ischemia","Central, Left arm, Squeezing, Severe, Infarct, Age>65, HLD (Hyperlipidemia), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Infarct,pass,"Infarct, Ischemia","Left arm, Nausea, Central, Radiates, CAD (Coronary artery disease), Age<50, GreaterCRF's (Chronic renal failure), HR>100 (heart rate greater than 100), Diaphoresis, Sbp< 100 (systolic blood pressure is less than 100), CTA (Computed Tomography Angiography)"
beta,Pericarditis,pass,"Pericarditis, GI","Stabbing, Dull, Left side, Days, Pericarditis, Age<20, CP1Day (cytopathologists), Pericardial rub, T>100.4 (temperature is greater than 100.4), JVD> 4cm (jugular venous distension greater than 4 centimeters), HR>100 (heart rate greater than 100)"
